Customer_Ref,Marital Status,Gender,Annual Income,Total Children,EducationLevel,Occupation,Age,Home Owner,,
customer16082,M,f,"£81,072",2,Partial High School,Manual,51,Y,,
customer16083,M,m,"£31,996",5,Partial College,Manual,47,Y,,
customer16084,S,f,"£83,248",0,Partial High School,Management,41,N,,
customer16085,S,f,"£32,076",1,High School,Professional,45,Y,,
customer16086,S,m,"£87,968",4,Partial College,Professional,48,N,,
customer16087,M,f,"£82,450",1,Bachelors,Management,55,N,,
customer16088,S,f,"£75,231",3,Bachelors,Manual,45,N,,
customer16089,S,m,"£37,254",4,Partial High School,Skilled Manual,36,N,,
customer16090,S,f,"£46,910",0,High School,Skilled Manual,40,Y,,
customer16091,S,f,"£33,642",4,Graduate Degree,Professional,44,Y,,
customer16092,M,f,"£43,290",1,High School,Management,49,N,,
customer16093,S,f,"£49,079",2,Partial College,Clerical,51,Y,,
customer16094,S,f,"£57,821",4,Partial College,Clerical,50,Y,,
customer16095,S,m,"£45,847",2,Bachelors,Skilled Manual,22,Y,,
customer16096,M,f,"£78,849",0,Graduate Degree,Clerical,50,N,,
customer16097,M,m,"£45,404",2,Graduate Degree,Clerical,33,Y,,
customer16098,M,f,"£60,928",2,Partial College,Skilled Manual,38,N,,
customer16099,M,f,"£69,710",0,Partial College,Management,37,Y,,
customer16100,S,m,"£48,292",3,Bachelors,Clerical,44,Y,,
customer16101,M,m,"£40,090",3,Partial High School,Professional,46,Y,,
customer16102,M,m,"£33,124",0,High School,Clerical,50,Y,,
customer16103,M,m,"£60,897",4,High School,Skilled Manual,44,Y,,
customer16104,S,f,"£71,047",4,Partial High School,Professional,51,Y,,
customer16105,S,m,"£61,635",1,Bachelors,Clerical,29,Y,,
customer16106,S,f,"£32,303",3,Bachelors,Professional,25,N,,
customer16107,M,m,"£51,286",3,High School,Management,47,Y,,
customer16108,M,m,"£38,333",0,Partial College,Clerical,23,N,,
customer16109,S,f,"£82,475",2,Bachelors,Clerical,22,Y,,
customer16110,M,f,"£66,512",4,Partial College,Professional,39,N,,
customer16111,M,m,"£49,601",0,Bachelors,Management,27,N,,
customer16112,S,f,"£35,324",0,Graduate Degree,Clerical,31,Y,,
customer16113,S,m,"£49,533",0,Graduate Degree,Clerical,41,N,,
customer16114,S,f,"£46,781",4,Bachelors,Management,32,Y,,
customer16115,S,f,"£89,198",0,Bachelors,Clerical,52,N,,
customer16116,M,m,"£70,594",5,Graduate Degree,Manual,38,Y,,
customer16117,S,m,"£55,152",1,Bachelors,Professional,33,N,,
customer16118,M,m,"£33,931",1,Partial High School,Manual,33,N,,
customer16119,M,m,"£63,934",1,High School,Clerical,55,N,,
customer16120,S,m,"£64,574",0,Graduate Degree,Manual,47,N,,
customer16121,M,m,"£60,039",3,Graduate Degree,Skilled Manual,28,N,,
customer16122,M,m,"£52,104",0,Graduate Degree,Professional,48,Y,,
customer16123,S,f,"£87,144",1,Partial College,Management,54,N,,
customer16124,M,f,"£69,827",0,Partial College,Manual,38,N,,
customer16125,S,m,"£65,587",5,Bachelors,Professional,46,N,,
customer16126,M,f,"£33,049",0,Bachelors,Professional,42,Y,,
customer16127,M,m,"£53,453",5,Bachelors,Skilled Manual,23,N,,
customer16128,M,m,"£66,902",0,Partial High School,Management,48,N,,
customer16129,M,f,"£80,973",4,Bachelors,Manual,47,Y,,
customer16130,S,m,"£87,032",3,Graduate Degree,Skilled Manual,24,Y,,
customer16131,S,m,"£83,299",0,Partial High School,Professional,51,Y,,
customer16132,M,m,"£69,163",4,Graduate Degree,Clerical,49,Y,,
customer16133,M,m,"£40,974",0,Bachelors,Clerical,39,Y,,
customer16134,S,m,"£58,946",4,Partial High School,Management,40,N,,
customer16135,M,f,"£82,791",2,Partial High School,Professional,37,N,,
customer16136,S,m,"£66,231",4,High School,Skilled Manual,35,N,,
customer16137,S,m,"£47,416",2,Partial High School,Skilled Manual,36,N,,
customer16138,S,m,"£67,192",4,High School,Management,53,Y,,
customer16139,S,m,"£34,956",5,High School,Skilled Manual,55,Y,,
customer16140,S,f,"£31,303",2,Partial College,Management,31,Y,,
customer16141,M,m,"£65,107",5,Partial High School,Manual,48,N,,
customer16142,S,f,"£43,484",2,Partial High School,Manual,34,Y,,
customer16143,S,m,"£51,896",4,Bachelors,Clerical,52,N,,
customer16144,M,f,"£46,614",3,Graduate Degree,Professional,44,Y,,
customer16145,S,f,"£86,633",3,High School,Manual,42,Y,,
customer16146,S,m,"£79,420",2,Partial High School,Clerical,55,N,,
customer16147,M,f,"£47,837",1,High School,Professional,45,N,,
customer16148,S,m,"£63,150",5,High School,Management,50,N,,
customer16149,S,f,"£60,420",5,Bachelors,Skilled Manual,22,Y,,
customer16150,M,m,"£45,581",3,Partial College,Manual,45,Y,,
customer16151,M,f,"£53,692",2,Bachelors,Skilled Manual,36,Y,,
customer16152,S,m,"£81,115",1,Bachelors,Management,30,N,,
customer16153,S,m,"£70,344",4,Partial High School,Management,27,N,,
customer16154,M,m,"£80,737",1,Bachelors,Management,46,N,,
customer16155,S,m,"£66,813",5,High School,Manual,28,Y,,
customer16156,M,f,"£75,556",0,Bachelors,Skilled Manual,24,Y,,
customer16157,M,m,"£65,704",5,Bachelors,Clerical,47,Y,,
customer16158,S,m,"£36,434",4,Partial College,Clerical,36,Y,,
customer16159,M,f,"£87,629",0,Bachelors,Management,27,N,,
customer16160,S,m,"£41,034",2,Partial College,Management,36,N,,
customer16161,M,m,"£53,280",0,Partial College,Clerical,45,N,,
customer16162,M,m,"£71,947",2,Bachelors,Professional,54,N,,
customer16163,M,f,"£87,328",0,Graduate Degree,Skilled Manual,38,Y,,
customer16164,M,m,"£49,747",4,High School,Clerical,39,N,,
customer16165,M,m,"£36,329",5,Partial College,Management,34,N,,
customer16166,S,m,"£72,932",5,High School,Clerical,39,N,,
customer16167,M,m,"£42,727",0,Partial College,Skilled Manual,29,Y,,
customer16168,S,f,"£36,297",1,High School,Management,29,Y,,
customer16169,M,f,"£59,112",3,Partial High School,Professional,25,Y,,
customer16170,M,f,"£83,460",2,High School,Management,31,N,,
customer16171,S,m,"£31,608",5,Partial High School,Management,31,Y,,
customer16172,S,m,"£56,693",1,Partial College,Manual,46,N,,
customer16173,S,f,"£52,406",1,Bachelors,Manual,36,N,,
customer16174,S,m,"£45,678",5,Partial High School,Professional,44,N,,
customer16175,S,m,"£30,056",2,Partial College,Manual,24,Y,,
customer16176,M,f,"£79,177",4,Partial College,Clerical,40,N,,
customer16177,S,m,"£35,868",0,Graduate Degree,Manual,32,N,,
customer16178,M,f,"£72,377",5,Partial High School,Clerical,55,Y,,
customer16179,M,f,"£84,781",2,Partial College,Manual,39,N,,
customer16180,S,m,"£81,760",4,Partial High School,Skilled Manual,37,Y,,
customer16181,M,f,"£50,569",4,Bachelors,Clerical,46,N,,
customer16182,M,f,"£36,249",5,Graduate Degree,Clerical,50,Y,,
customer16183,S,f,"£66,879",1,Bachelors,Skilled Manual,50,N,,
customer16184,M,f,"£45,857",4,Partial High School,Clerical,51,N,,
customer16185,M,f,"£59,332",2,Partial High School,Professional,25,Y,,
customer16186,S,m,"£79,831",0,Partial College,Professional,47,N,,
customer16187,M,f,"£77,158",2,Partial College,Skilled Manual,41,Y,,
customer16188,M,m,"£84,709",2,Partial High School,Professional,39,Y,,
customer16189,M,m,"£43,629",0,Partial College,Management,27,N,,
customer16190,S,f,"£43,578",4,Partial High School,Clerical,52,Y,,
customer16191,M,m,"£62,376",5,Partial High School,Manual,37,N,,
customer16192,M,m,"£58,653",5,Partial High School,Skilled Manual,45,N,,
customer16193,S,m,"£36,786",5,Bachelors,Clerical,35,Y,,
customer16194,S,m,"£36,997",3,Partial College,Skilled Manual,25,N,,
customer16195,S,m,"£42,926",5,High School,Professional,23,N,,
customer16196,S,f,"£67,846",2,Bachelors,Clerical,40,Y,,
customer16197,S,f,"£67,982",1,Graduate Degree,Skilled Manual,24,Y,,
customer16198,S,m,"£85,475",1,High School,Manual,24,N,,
customer16199,S,f,"£45,224",0,High School,Professional,33,Y,,
customer16200,M,f,"£75,161",0,Graduate Degree,Manual,28,Y,,
customer16201,M,f,"£50,133",0,Bachelors,Clerical,43,Y,,
customer16202,S,f,"£42,073",2,Graduate Degree,Management,36,N,,
customer16203,S,f,"£72,318",2,High School,Skilled Manual,39,Y,,
customer16204,S,m,"£49,859",3,Partial High School,Manual,34,Y,,
customer16205,S,m,"£84,673",2,Bachelors,Professional,30,N,,
customer16206,M,f,"£32,776",2,Graduate Degree,Skilled Manual,52,Y,,
customer16207,M,f,"£82,551",5,Partial High School,Clerical,29,Y,,
customer16208,S,m,"£54,260",4,Graduate Degree,Manual,27,Y,,
customer16209,M,f,"£78,798",5,Bachelors,Management,33,Y,,
customer16210,M,f,"£45,168",1,Partial College,Professional,52,Y,,
customer16211,S,m,"£56,218",4,Bachelors,Skilled Manual,31,N,,
customer16212,S,f,"£33,291",2,High School,Professional,25,Y,,
customer16213,M,f,"£44,741",4,Partial College,Skilled Manual,40,Y,,
customer16214,S,f,"£34,786",3,High School,Professional,37,Y,,
customer16215,M,m,"£79,949",5,Partial College,Skilled Manual,45,Y,,
customer16216,S,m,"£67,082",3,Partial High School,Skilled Manual,53,Y,,
customer16217,S,m,"£57,201",2,Graduate Degree,Skilled Manual,46,Y,,
customer16218,M,f,"£46,958",5,High School,Professional,32,Y,,
customer16219,S,m,"£37,296",4,Partial High School,Manual,45,N,,
customer16220,M,m,"£84,352",2,Graduate Degree,Management,38,Y,,
customer16221,M,f,"£84,581",4,Partial High School,Manual,55,Y,,
customer16222,M,m,"£35,007",2,High School,Professional,24,N,,
customer16223,M,f,"£55,648",5,Graduate Degree,Manual,43,N,,
customer16224,M,m,"£44,158",2,Graduate Degree,Professional,41,Y,,
customer16225,M,m,"£68,974",0,Partial High School,Management,55,Y,,
customer16226,M,f,"£58,167",3,High School,Manual,25,Y,,
customer16227,M,m,"£55,661",5,Partial High School,Management,51,N,,
customer16228,M,m,"£30,891",0,Graduate Degree,Management,48,N,,
customer16229,M,m,"£47,130",5,Partial College,Professional,53,N,,
customer16230,M,f,"£89,670",5,Bachelors,Management,29,N,,
customer16231,M,m,"£34,968",1,Partial College,Professional,28,Y,,
customer16232,M,f,"£63,116",3,Bachelors,Clerical,34,Y,,
customer16233,S,f,"£62,880",2,Graduate Degree,Clerical,51,Y,,
customer16234,M,m,"£53,820",5,Partial High School,Manual,24,N,,
customer16235,M,f,"£36,146",3,High School,Clerical,25,N,,
customer16236,M,m,"£70,700",3,Partial High School,Skilled Manual,44,Y,,
customer16237,M,f,"£56,692",0,Graduate Degree,Professional,41,N,,
customer16238,M,f,"£71,474",1,Partial College,Management,36,Y,,
customer16239,M,f,"£83,265",3,Graduate Degree,Manual,53,Y,,
customer16240,M,m,"£44,213",4,Graduate Degree,Skilled Manual,29,N,,
customer16241,S,m,"£78,423",5,Partial College,Clerical,40,Y,,
customer16242,M,m,"£64,990",4,Partial College,Management,32,Y,,
customer16243,S,m,"£60,071",1,Bachelors,Clerical,54,N,,
customer16244,M,m,"£70,392",3,High School,Professional,42,Y,,
customer16245,S,f,"£60,958",5,Partial High School,Professional,23,N,,
customer16246,M,f,"£30,845",5,High School,Professional,27,N,,
customer16247,S,f,"£36,728",2,Graduate Degree,Management,22,Y,,
customer16248,M,f,"£81,555",1,High School,Manual,27,Y,,
customer16249,M,m,"£85,942",2,High School,Professional,32,Y,,
customer16250,S,m,"£85,483",3,Bachelors,Management,34,Y,,
customer16251,S,m,"£76,961",5,High School,Management,52,N,,
customer16252,S,m,"£80,489",3,Bachelors,Manual,24,Y,,
customer16253,S,m,"£67,332",3,Partial High School,Clerical,51,Y,,
customer16254,S,f,"£81,533",1,Graduate Degree,Clerical,29,Y,,
customer16255,M,f,"£68,386",4,High School,Manual,39,Y,,
customer16256,S,m,"£55,438",3,Bachelors,Professional,30,N,,
customer16257,S,m,"£58,601",0,Graduate Degree,Clerical,35,N,,
customer16258,S,f,"£30,656",1,Partial High School,Management,51,Y,,
customer16259,M,m,"£53,649",4,Bachelors,Manual,50,Y,,
customer16260,M,m,"£61,352",4,High School,Skilled Manual,38,N,,
customer16261,S,f,"£70,247",0,Partial College,Skilled Manual,33,N,,
customer16262,M,f,"£56,983",1,Partial High School,Clerical,43,Y,,
customer16263,M,m,"£34,798",3,Partial High School,Manual,46,Y,,
customer16264,M,m,"£43,192",0,Partial High School,Professional,48,N,,
customer16265,S,f,"£88,591",5,Graduate Degree,Professional,41,N,,
customer16266,S,f,"£38,384",5,Graduate Degree,Management,33,Y,,
customer16267,S,f,"£41,397",0,Partial High School,Professional,40,Y,,
customer16268,M,f,"£85,610",4,High School,Management,26,N,,
customer16269,S,m,"£59,473",3,Graduate Degree,Professional,49,N,,
customer16270,S,f,"£46,739",5,Partial College,Professional,35,Y,,
customer16271,M,f,"£81,088",4,Partial College,Clerical,44,Y,,
customer16272,S,f,"£57,790",1,High School,Professional,38,Y,,
customer16273,S,m,"£53,133",2,High School,Management,44,N,,
customer16274,M,m,"£55,357",4,Partial College,Professional,38,N,,
customer16275,S,f,"£63,808",0,Graduate Degree,Management,26,Y,,
customer16276,S,m,"£72,820",0,Graduate Degree,Management,44,N,,
customer16277,M,m,"£86,005",3,Bachelors,Skilled Manual,49,N,,
customer16278,M,f,"£58,492",1,Graduate Degree,Manual,51,Y,,
customer16279,M,m,"£47,875",0,Partial College,Manual,42,N,,
customer16280,M,m,"£71,435",1,Bachelors,Management,34,N,,
customer16281,S,m,"£71,253",5,High School,Manual,48,N,,
customer16282,M,m,"£44,743",0,Bachelors,Manual,50,N,,
customer16283,M,m,"£37,825",4,Bachelors,Professional,50,Y,,
customer16284,M,f,"£36,511",1,Graduate Degree,Professional,47,N,,
customer16285,S,f,"£88,978",2,Bachelors,Skilled Manual,43,N,,
customer16286,M,m,"£57,373",3,Graduate Degree,Manual,43,Y,,
customer16287,S,m,"£49,570",3,High School,Skilled Manual,54,Y,,
customer16288,M,m,"£50,956",3,Graduate Degree,Clerical,39,Y,,
customer16289,S,f,"£32,340",4,High School,Skilled Manual,54,Y,,
customer16290,M,f,"£86,574",3,High School,Professional,28,N,,
customer16291,M,m,"£51,306",1,Bachelors,Professional,23,N,,
customer16292,M,m,"£44,616",0,Bachelors,Skilled Manual,24,Y,,
customer16293,M,f,"£79,824",2,Bachelors,Manual,30,Y,,
customer16294,S,m,"£33,517",0,Partial College,Skilled Manual,44,Y,,
customer16295,S,f,"£83,006",1,Graduate Degree,Manual,52,N,,
customer16296,M,m,"£63,482",2,High School,Professional,50,N,,
customer16297,M,m,"£78,001",5,High School,Professional,40,Y,,
customer16298,M,m,"£88,879",1,Bachelors,Skilled Manual,51,Y,,
customer16299,M,f,"£39,930",2,Bachelors,Clerical,35,Y,,
customer16300,M,f,"£44,506",4,Partial High School,Professional,54,N,,
customer16301,M,m,"£35,825",3,High School,Management,51,Y,,
customer16302,M,m,"£59,497",5,Partial High School,Management,32,N,,
customer16303,S,m,"£89,638",5,Partial High School,Clerical,37,N,,
customer16304,S,m,"£81,006",2,Partial College,Manual,52,Y,,
customer16305,M,f,"£74,354",0,Graduate Degree,Manual,45,N,,
customer16306,S,m,"£87,385",0,High School,Management,28,N,,
customer16307,M,f,"£31,935",5,High School,Skilled Manual,54,Y,,
customer16308,S,m,"£82,317",3,High School,Professional,22,Y,,
customer16309,S,f,"£82,978",4,Partial College,Management,34,Y,,
customer16310,S,f,"£40,079",1,Partial College,Professional,44,Y,,
customer16311,S,f,"£31,745",4,Bachelors,Professional,32,Y,,
customer16312,S,f,"£83,106",1,Bachelors,Manual,40,N,,
customer16313,S,m,"£75,903",4,High School,Management,47,Y,,
customer16314,M,m,"£49,727",5,Bachelors,Clerical,35,N,,
customer16315,M,f,"£37,578",3,Bachelors,Professional,37,Y,,
customer16316,M,m,"£63,502",5,Partial College,Skilled Manual,53,Y,,
customer16317,M,m,"£69,398",0,Partial High School,Skilled Manual,31,N,,
customer16318,S,m,"£71,450",2,High School,Manual,40,Y,,
customer16319,S,f,"£68,931",3,Bachelors,Manual,25,Y,,
customer16320,M,m,"£46,409",1,High School,Clerical,33,Y,,
customer16321,S,m,"£69,475",3,Partial College,Manual,48,Y,,
customer16322,M,m,"£67,474",1,Graduate Degree,Management,54,N,,
customer16323,S,f,"£32,256",0,Partial College,Professional,39,N,,
customer16324,S,m,"£31,820",3,Partial College,Professional,27,Y,,
customer16325,S,f,"£39,591",2,Partial College,Professional,35,Y,,
customer16326,S,m,"£37,796",4,Partial College,Management,37,N,,
customer16327,M,f,"£83,034",0,Bachelors,Skilled Manual,41,N,,
customer16328,M,f,"£77,147",5,Bachelors,Clerical,36,N,,
customer16329,M,m,"£85,002",5,Bachelors,Professional,54,Y,,
customer16330,S,m,"£56,084",3,Partial High School,Clerical,44,Y,,
customer16331,M,m,"£72,158",1,Graduate Degree,Professional,52,Y,,
customer16332,S,m,"£43,788",1,High School,Management,53,Y,,
customer16333,S,m,"£45,242",0,Partial College,Skilled Manual,47,Y,,
customer16334,S,m,"£43,054",4,Graduate Degree,Skilled Manual,28,N,,
customer16335,M,f,"£57,561",0,Partial College,Professional,28,Y,,
customer16336,M,m,"£70,449",5,High School,Skilled Manual,47,Y,,
customer16337,S,m,"£72,438",1,High School,Professional,42,N,,
customer16338,M,m,"£43,859",0,Partial College,Clerical,40,N,,
customer16339,S,f,"£37,563",1,Partial High School,Management,54,Y,,
customer16340,M,m,"£64,410",0,Partial College,Clerical,23,Y,,
customer16341,S,m,"£51,573",1,Graduate Degree,Professional,54,Y,,
customer16342,M,f,"£87,808",3,High School,Manual,47,Y,,
customer16343,S,f,"£79,059",1,High School,Manual,44,N,,
customer16344,M,f,"£71,383",0,Bachelors,Management,47,Y,,
customer16345,S,m,"£43,454",1,Graduate Degree,Management,29,Y,,
customer16346,M,f,"£46,790",0,Partial College,Management,48,Y,,
customer16347,M,f,"£55,233",2,Partial College,Management,41,Y,,
customer16348,S,f,"£50,515",5,Partial College,Clerical,27,N,,
customer16349,M,f,"£44,466",4,Partial High School,Clerical,34,N,,
customer16350,S,f,"£81,474",5,High School,Management,43,Y,,
customer16351,M,m,"£36,798",5,High School,Skilled Manual,39,Y,,
customer16352,M,f,"£61,888",2,Graduate Degree,Management,25,Y,,
customer16353,S,m,"£67,941",1,Partial High School,Clerical,24,Y,,
customer16354,S,m,"£86,570",3,Graduate Degree,Management,33,Y,,
customer16355,M,m,"£55,080",0,Graduate Degree,Manual,37,N,,
customer16356,M,m,"£82,503",0,Graduate Degree,Management,31,N,,
customer16357,S,f,"£75,441",0,Bachelors,Manual,47,Y,,
customer16358,M,f,"£72,978",5,High School,Clerical,44,N,,
customer16359,S,f,"£37,811",5,Bachelors,Management,29,N,,
customer16360,S,f,"£65,509",3,Partial High School,Skilled Manual,42,Y,,
customer16361,S,m,"£57,711",0,Graduate Degree,Manual,38,N,,
customer16362,S,m,"£63,657",3,Bachelors,Skilled Manual,41,Y,,
customer16363,S,f,"£82,426",0,Bachelors,Management,22,Y,,
customer16364,M,f,"£32,913",5,High School,Skilled Manual,37,N,,
customer16365,M,m,"£86,515",2,High School,Management,33,N,,
customer16366,S,m,"£64,831",3,High School,Manual,28,Y,,
customer16367,S,f,"£61,843",2,Bachelors,Professional,23,Y,,
